CASEID,FULLTIME_OR_PARTTIME,SELFEMPLOYED,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,START_AGE,END_AGE,EMPLOYED,UN_EMPLOYED
205,1,2,1,1,1,0,2,2,2,2,4,1,1,1,1,2,2,2,1,3,2,3,2,3,3,2,1,3,3,3,3,2,2,2,2,1,4,100000.0,45,54,1,0
206,1,2,2,1,1,1,2,2,1,2,4,1,1,1,1,2,2,2,3,1,1,1,1,2,1,1,2,1,1,3,1,3,2,2,2,1,4,100000.0,25,34,1,0
207,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,3,1,3,2,2,2,1,2,100000.0,35,44,1,0
208,1,2,2,1,1,0,2,1,1,2,4,1,1,1,1,1,1,2,3,1,2,1,2,2,3,2,3,2,3,3,1,3,3,2,2,1,3,39999.5,25,34,1,0
210,2,2,23,2,1,1,3,2,3,3,4,3,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,2,100000.0,55,64,1,0
211,2,2,10,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,3,3,2,1,1,2,1,1,3,1,1,3,1,3,1,2,1,2,2,100000.0,18,24,1,0
213,2,2,9,1,1,1,2,3,2,2,4,1,1,2,1,2,3,2,1,2,3,3,3,3,3,3,1,1,1,3,4,2,2,2,2,1,4,30000.0,25,34,1,0
214,1,2,5,1,1,0,2,2,2,2,4,1,1,3,3,3,3,1,3,2,3,2,3,3,2,3,3,1,1,3,2,3,3,2,2,1,2,100000.0,45,54,1,0
215,1,2,22,2,1,1,4,0,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,5,3,3,2,2,1,1,39999.5,55,64,1,0
216,1,2,4,2,0,1,1,1,1,1,6,1,1,2,1,3,1,1,2,3,2,1,1,1,1,1,3,2,2,3,1,1,2,2,1,2,4,87499.5,35,44,1,0
217,1,1,18,2,0,1,2,0,1,1,4,1,3,2,3,3,1,2,3,2,2,1,2,3,3,2,3,1,1,3,2,3,3,2,1,1,2,62499.5,35,44,1,0
218,1,2,12,1,0,1,1,1,1,1,4,1,3,1,3,3,3,3,3,2,2,3,3,3,3,3,2,1,1,3,5,3,2,2,1,1,2,39999.5,45,54,1,0
219,1,2,10,2,1,1,2,1,1,1,6,3,3,2,2,2,2,2,1,3,2,3,2,3,3,3,3,1,1,3,3,3,3,2,2,1,4,100000.0,55,64,1,0
220,1,1,5,1,1,1,1,2,1,2,4,3,3,1,1,2,1,2,2,1,2,3,2,2,2,2,3,1,1,3,1,3,3,2,2,1,4,39999.5,65,74,1,0
221,1,2,5,1,1,1,3,2,1,1,4,3,3,1,1,2,1,1,3,2,2,3,2,3,3,2,1,1,1,3,2,3,2,2,2,1,4,100000.0,45,54,1,0
222,1,2,1,1,1,1,1,1,2,2,4,1,1,1,3,1,1,3,3,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,87499.5,55,64,1,0
223,1,2,5,1,1,1,1,2,2,2,4,1,1,3,2,2,1,2,3,1,3,1,1,3,1,1,1,1,1,2,1,3,2,2,2,1,3,100000.0,25,34,1,0
224,1,2,1,1,1,1,2,3,3,1,4,3,2,3,3,3,3,1,3,2,2,3,2,2,3,2,1,1,1,1,2,2,2,1,2,1,3,87499.5,55,64,1,0
226,2,1,4,2,1,1,2,2,2,3,2,2,1,2,1,2,2,2,2,1,2,3,2,2,3,2,3,2,2,3,3,2,2,2,2,1,2,100000.0,25,34,1,0
227,2,2,19,2,1,0,2,2,2,2,3,1,3,1,3,3,1,1,3,2,3,3,2,3,3,2,3,1,2,3,3,3,3,2,1,2,3,39999.5,55,64,1,0
228,2,2,12,1,1,1,2,2,1,1,4,1,1,3,3,3,2,3,2,2,2,1,2,3,3,2,2,1,1,3,3,2,2,1,1,1,3,100000.0,55,64,1,0
230,2,2,10,2,1,0,1,2,2,1,6,1,1,2,2,1,2,1,3,3,1,3,2,3,3,2,2,1,2,3,3,3,3,2,1,1,1,62499.5,65,74,1,0
232,1,2,1,1,1,1,3,1,3,3,4,1,1,3,2,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,5,3,3,2,2,1,3,100000.0,45,54,1,0
234,1,2,3,2,1,1,1,0,1,1,3,3,3,2,3,3,3,3,3,2,3,2,3,3,2,3,1,1,1,3,3,3,2,2,2,1,2,100000.0,55,64,1,0
235,1,2,10,2,1,0,1,2,1,1,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,3,3,3,2,1,2,2,100000.0,45,54,1,0
236,1,2,1,1,1,0,1,0,1,2,4,1,2,1,1,2,1,1,2,3,3,3,1,3,3,1,3,1,1,3,2,3,2,2,2,2,3,87499.5,35,44,1,0
237,2,1,1,1,0,0,2,2,1,2,4,3,3,2,2,2,2,2,1,2,2,3,2,3,3,2,3,1,1,3,4,2,2,2,1,1,4,30000.0,35,44,1,0
238,0,0,26,3,0,0,2,2,1,2,4,1,1,1,2,3,2,1,2,1,1,3,3,1,1,3,2,1,1,3,3,3,3,2,1,1,1,39999.5,55,64,0,-1
239,1,2,22,2,1,0,2,2,1,2,2,1,1,2,3,3,2,3,3,1,3,2,2,3,2,2,1,1,1,3,3,2,3,2,2,1,2,100000.0,45,54,1,0
240,2,2,8,2,1,1,2,2,1,2,4,3,2,2,3,3,1,1,2,3,2,1,1,1,1,1,3,1,1,3,2,1,1,2,1,1,1,100000.0,45,54,1,0
241,1,2,4,2,1,1,1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,1,2,3,100000.0,45,54,1,0
242,1,1,4,2,1,0,1,2,1,1,1,1,3,3,2,2,3,2,2,2,2,3,3,3,3,3,3,1,1,3,2,3,2,2,2,1,2,39999.5,45,54,1,0
243,1,2,5,1,1,1,1,1,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,3,2,2,2,2,1,3,100000.0,45,54,1,0
245,1,2,10,2,1,0,2,1,1,2,2,1,3,1,1,1,1,2,3,2,1,1,1,2,3,1,3,1,1,3,1,3,2,2,1,2,4,100000.0,55,64,1,0
246,1,2,5,1,1,0,1,0,1,1,4,3,3,3,2,2,3,3,1,3,3,3,3,3,3,3,1,1,1,1,3,3,3,2,2,1,1,100000.0,55,64,1,0
247,2,2,1,1,1,1,1,3,2,1,4,1,1,2,3,3,1,1,3,1,2,3,1,2,3,1,3,1,1,3,1,1,2,2,2,1,2,87499.5,55,64,1,0
248,1,1,10,2,1,1,1,1,2,3,3,1,1,2,2,2,2,2,2,3,3,2,3,3,2,2,3,1,1,3,4,3,3,2,2,2,4,100000.0,25,34,1,0
250,1,2,13,1,0,0,2,3,3,3,4,1,3,2,3,1,2,2,2,3,3,1,1,3,3,1,2,1,1,2,2,3,3,1,1,2,3,100000.0,45,54,1,0
252,1,2,9,1,1,1,1,3,1,2,4,3,3,1,1,2,1,3,3,1,2,1,1,3,3,1,3,1,1,2,1,3,2,2,1,1,4,62499.5,35,44,1,0
253,2,1,9,1,1,0,1,2,3,3,4,1,1,2,2,2,1,1,3,1,1,1,2,1,3,1,3,2,1,3,1,1,1,1,1,2,4,100000.0,35,44,1,0
254,2,2,19,2,0,0,1,1,0,0,4,2,2,3,3,3,3,3,3,3,2,1,1,3,3,1,2,1,1,3,5,2,2,2,1,1,1,30000.0,35,44,1,0
255,1,2,25,2,0,1,2,1,1,2,1,1,1,3,2,2,2,1,1,3,2,3,2,1,3,3,3,2,1,3,4,3,2,2,2,1,1,30000.0,55,64,1,0
256,1,2,13,1,1,1,1,3,3,2,4,1,1,3,3,2,2,2,3,2,3,3,2,3,3,2,3,1,1,3,3,3,3,2,2,1,2,100000.0,55,64,1,0
257,1,2,3,2,1,1,2,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,1,2,30000.0,25,34,1,0
258,1,2,2,1,1,1,2,3,2,2,4,2,2,1,3,2,1,2,3,3,2,3,1,2,2,2,3,1,1,2,3,3,1,1,1,1,3,62499.5,45,54,1,0
259,1,2,13,1,1,0,2,2,2,2,4,3,3,2,2,2,2,2,2,2,3,3,1,2,3,1,1,1,1,3,3,3,3,2,1,1,2,62499.5,25,34,1,0
260,1,2,23,2,0,0,3,3,3,1,3,1,2,1,3,2,3,1,1,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2,1,2,100000.0,55,64,1,0
262,1,2,15,2,1,1,2,3,2,2,1,1,3,3,3,3,3,2,2,2,3,3,3,3,3,3,1,1,1,3,4,3,3,2,2,1,3,87499.5,25,34,1,0
263,1,2,13,1,1,1,2,2,3,1,4,1,1,1,3,2,3,3,3,2,2,3,3,3,3,3,2,1,1,1,5,3,3,2,2,1,3,39999.5,45,54,1,0
264,1,2,20,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,3,3,3,3,2,1,1,1,87499.5,35,44,1,0
266,1,2,15,2,0,0,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,3,2,3,3,3,3,1,1,3,4,3,2,1,1,1,2,87499.5,45,54,1,0
267,1,2,19,2,1,1,4,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,2,1,1,1,87499.5,25,34,1,0
268,1,2,25,2,1,1,2,2,1,1,6,3,1,1,2,2,2,3,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,87499.5,18,24,1,0
269,1,2,12,1,1,1,2,2,2,3,4,1,3,1,1,2,1,1,3,2,2,1,1,2,1,1,2,2,3,3,1,3,2,2,1,1,3,100000.0,25,34,1,0
272,1,2,1,1,1,0,2,1,1,3,4,1,1,1,3,3,1,2,3,2,2,3,1,2,3,2,2,1,1,3,2,2,2,2,2,1,3,62499.5,55,64,1,0
273,1,2,10,2,1,1,3,3,2,2,2,3,3,1,3,2,1,3,3,3,1,1,1,1,1,1,2,2,2,3,2,3,3,2,1,2,3,87499.5,45,54,1,0
274,1,2,2,1,1,0,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2,2,2,2,1,3,87499.5,45,54,1,0
275,1,2,1,1,1,0,4,0,0,0,4,3,2,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,3,5,3,3,2,2,2,3,100000.0,35,44,1,0
276,1,1,25,2,1,0,2,2,3,2,2,3,3,1,2,2,2,1,3,1,2,3,2,2,3,2,1,2,1,3,3,3,2,2,2,2,3,62499.5,45,54,1,0
278,1,2,3,2,1,1,2,3,2,2,3,1,1,3,3,3,3,3,2,3,3,3,3,3,3,2,1,1,1,3,3,3,2,2,2,1,2,62499.5,45,54,1,0
280,1,2,5,1,1,1,1,2,1,1,4,1,3,2,3,3,3,3,3,2,3,2,3,3,2,3,3,1,1,1,5,3,3,2,2,1,3,87499.5,45,54,1,0
281,1,2,1,1,0,0,1,2,1,1,4,1,1,1,1,2,3,1,1,2,2,1,1,2,2,3,1,1,1,3,1,3,1,2,2,1,4,100000.0,25,34,1,0
282,1,2,23,2,1,1,3,3,0,2,4,1,3,3,1,3,3,3,1,2,3,2,3,3,2,3,1,1,1,1,5,3,3,2,2,2,2,100000.0,45,54,1,0
283,1,2,1,1,1,1,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,3,2,3,3,2,3,1,1,3,3,3,2,2,1,1,3,100000.0,45,54,1,0
285,1,2,12,1,1,0,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,1,4,62499.5,25,34,1,0
286,1,2,2,1,1,1,1,0,2,2,4,2,2,1,2,3,2,1,1,2,2,3,2,3,3,3,2,1,1,3,4,3,3,2,1,1,2,62499.5,55,64,1,0
287,1,2,13,1,1,0,1,3,1,1,4,1,1,2,2,2,1,3,3,2,2,1,1,2,1,1,2,1,1,3,3,3,3,2,1,1,2,87499.5,55,64,1,0
288,1,2,5,1,1,1,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,87499.5,55,64,1,0
289,2,2,12,1,0,0,2,1,2,2,4,3,3,1,3,2,1,2,2,2,2,1,2,2,1,2,2,1,1,3,2,3,3,2,1,1,2,87499.5,55,64,1,0
294,1,2,5,1,1,1,2,2,3,1,4,3,2,2,1,1,2,2,3,1,1,1,2,3,3,2,1,1,1,3,2,3,3,2,1,1,4,100000.0,45,54,1,0
295,1,1,1,1,1,1,2,2,1,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,2,2,1,2,87499.5,35,44,1,0
296,1,2,12,1,1,1,2,3,2,1,4,1,3,1,1,2,1,1,2,1,3,1,1,3,3,3,2,1,1,3,4,3,2,2,1,1,4,30000.0,55,64,1,0
298,1,2,1,1,1,0,2,3,1,1,4,1,1,1,3,1,1,1,2,1,3,3,3,3,2,3,1,1,1,3,2,2,2,2,2,1,3,87499.5,25,34,1,0
299,1,2,10,2,1,0,1,0,1,1,2,3,3,2,2,3,3,2,1,3,3,3,3,3,3,3,3,1,1,3,5,3,3,2,2,1,4,100000.0,55,64,1,0
300,1,2,19,2,1,1,2,0,1,1,3,1,3,1,3,2,1,3,3,2,2,3,1,3,3,3,2,1,1,3,2,3,2,2,1,1,2,39999.5,55,64,1,0
301,1,2,19,2,1,1,1,1,2,2,3,1,3,2,3,2,1,3,3,3,2,3,1,3,3,1,2,1,1,2,4,3,2,1,1,1,1,100000.0,45,54,1,0
302,1,2,20,2,0,0,3,3,2,2,2,1,1,3,2,2,2,2,3,2,3,1,2,3,3,2,1,1,1,3,3,2,2,1,1,1,1,62499.5,45,54,1,0
303,1,1,23,2,1,1,2,2,1,2,4,2,1,3,3,3,3,3,3,3,3,2,3,3,2,3,1,1,1,3,5,3,3,2,2,1,1,87499.5,35,44,1,0
304,1,2,5,1,1,1,3,3,2,2,4,1,1,2,1,1,3,1,2,2,3,3,3,3,3,3,1,1,1,3,1,3,2,2,2,1,3,62499.5,18,24,1,0
306,0,0,26,3,1,1,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,4,3,3,2,1,1,1,100000.0,65,74,0,-1
307,2,2,25,2,1,1,1,0,1,1,1,1,2,1,3,1,2,3,1,3,3,3,2,3,3,3,3,1,1,3,5,3,2,2,2,1,4,62499.5,65,74,1,0
309,1,2,8,1,1,1,4,0,0,1,4,1,3,1,1,2,2,2,3,1,2,1,2,2,3,3,2,1,1,3,3,3,3,2,2,1,3,100000.0,45,54,1,0
310,1,1,5,1,1,1,2,3,2,2,4,1,3,1,2,2,2,2,3,2,2,3,2,3,3,2,1,1,1,2,3,3,2,2,2,1,3,100000.0,45,54,1,0
312,1,2,9,1,1,0,2,2,2,2,4,1,1,3,2,2,2,2,3,1,2,1,2,2,3,2,3,1,1,3,3,3,3,2,1,1,4,62499.5,25,34,1,0
314,1,2,5,1,1,1,1,2,1,1,4,3,3,1,2,2,2,1,3,1,2,3,2,2,3,2,1,1,1,3,1,3,3,2,2,1,4,100000.0,35,44,1,0
316,1,2,12,1,0,0,2,3,1,1,4,1,1,1,2,3,2,2,1,3,2,3,2,2,3,2,2,1,1,3,3,3,3,2,1,1,4,62499.5,55,64,1,0
317,1,2,9,1,1,0,1,2,2,1,4,1,1,1,1,1,1,3,3,2,2,3,1,3,3,1,2,1,2,2,2,2,2,2,1,1,4,100000.0,55,64,1,0
318,2,2,25,2,1,1,1,0,1,1,6,1,3,2,2,2,1,1,3,2,2,1,1,1,1,1,3,1,1,3,1,1,3,1,2,1,4,100000.0,65,74,1,0
319,1,2,12,1,1,1,2,1,2,1,4,1,1,3,3,3,3,3,3,3,2,3,3,2,3,3,3,1,1,3,3,2,2,2,1,1,2,87499.5,45,54,1,0
320,1,2,10,2,0,0,2,0,0,1,4,1,3,1,2,2,1,2,2,2,2,3,2,2,3,1,2,1,1,2,3,3,3,2,1,1,2,30000.0,45,54,1,0
321,1,2,8,2,1,1,2,1,2,2,6,1,1,2,3,2,3,1,2,2,3,3,2,1,3,1,2,1,1,3,5,3,3,2,2,2,3,100000.0,35,44,1,0
325,1,2,23,2,0,1,2,3,2,1,2,1,3,3,3,3,3,1,3,1,2,3,3,2,3,3,1,1,1,1,2,3,3,1,2,2,2,62499.5,45,54,1,0
326,1,2,1,1,1,0,3,3,2,1,4,1,1,1,2,1,2,1,3,1,3,2,3,3,2,2,3,1,1,3,2,3,2,2,2,1,2,39999.5,55,64,1,0
329,2,1,19,2,1,1,2,2,1,2,1,1,1,3,3,3,3,3,1,2,1,2,3,1,3,3,2,1,1,3,5,2,2,2,1,1,3,62499.5,25,34,1,0
330,1,2,13,1,1,0,3,2,1,3,4,2,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,30000.0,18,24,1,0
333,1,2,25,2,1,1,2,3,2,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,3,1,1,3,3,3,3,2,1,2,3,62499.5,45,54,1,0
334,1,2,12,1,1,1,2,3,1,1,4,1,1,2,3,3,3,2,3,3,3,3,3,3,2,3,3,1,1,3,3,3,3,2,1,1,2,62499.5,65,74,1,0
335,1,1,22,2,1,0,4,0,1,1,2,1,3,1,3,2,1,2,2,1,2,1,1,2,3,2,1,1,2,2,1,2,2,2,1,1,1,30000.0,45,54,1,0
336,2,2,25,2,0,0,1,3,1,5,5,3,1,3,3,3,1,3,3,3,1,1,3,3,1,1,2,2,1,3,5,3,3,2,1,1,1,62499.5,25,34,1,0
337,1,2,20,2,1,0,2,2,3,1,3,1,3,1,1,2,2,3,2,3,3,3,2,2,1,2,2,1,1,3,3,3,2,2,2,2,2,39999.5,35,44,1,0
338,0,0,26,3,1,1,2,2,1,2,4,3,3,1,2,1,1,3,3,3,2,3,1,2,3,1,2,1,1,3,5,3,3,2,2,1,4,100000.0,65,74,0,-1
339,1,2,5,1,1,1,2,3,1,1,4,1,3,1,3,3,1,2,3,2,3,3,2,3,3,3,1,1,1,3,1,3,3,2,2,1,3,87499.5,55,64,1,0
340,2,2,17,2,1,1,1,0,1,2,3,3,2,1,1,1,2,3,1,3,3,3,3,3,3,3,1,1,1,3,3,3,3,2,2,1,1,30000.0,25,34,1,0
341,1,2,20,2,1,0,1,3,2,2,3,1,3,1,2,2,1,1,2,1,2,3,1,2,1,3,3,2,3,2,2,1,3,2,1,1,1,62499.5,55,64,1,0
343,1,1,1,1,1,0,2,1,2,3,4,2,2,1,1,2,1,1,3,1,2,1,1,3,3,1,1,1,2,3,1,3,1,2,2,2,3,30000.0,25,34,1,0
344,1,2,12,1,1,1,2,2,3,1,4,1,1,2,1,2,1,2,2,2,2,3,1,2,1,1,3,1,1,3,2,1,1,2,1,1,3,62499.5,25,34,1,0
345,0,0,26,3,1,0,2,2,1,2,4,1,1,1,1,1,1,3,2,1,2,3,1,1,1,1,2,1,1,3,1,3,3,2,1,2,2,100000.0,35,44,0,-1
346,1,2,12,1,1,1,3,1,3,1,4,3,2,1,2,1,1,2,3,1,2,1,1,1,1,2,2,1,1,3,1,3,3,2,1,1,4,100000.0,25,34,1,0
347,1,2,10,2,1,1,3,2,1,2,2,1,3,3,2,3,3,2,2,1,3,3,3,3,3,3,3,1,1,1,4,3,2,2,2,2,3,39999.5,35,44,1,0
348,1,2,1,1,1,1,2,3,1,1,4,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,3,2,3,2,2,1,2,3,62499.5,35,44,1,0
349,1,2,12,1,1,1,1,3,2,1,4,1,3,1,1,2,2,2,1,1,2,3,2,2,3,3,2,1,2,3,4,3,2,2,1,1,3,100000.0,55,64,1,0
351,1,2,8,1,1,1,1,3,1,1,4,1,3,2,2,2,3,3,2,2,3,3,2,3,1,1,2,1,1,3,2,2,2,2,1,1,4,100000.0,45,54,1,0
352,2,2,19,2,1,1,1,3,2,2,3,1,3,2,2,3,2,3,2,3,3,3,2,3,2,2,2,2,1,2,2,3,3,2,1,1,1,100000.0,55,64,1,0
353,1,2,1,1,1,1,1,3,2,2,4,1,3,1,2,2,3,2,2,3,3,3,3,2,3,3,1,1,1,3,3,3,3,2,2,1,2,62499.5,55,64,1,0
354,1,2,13,1,1,1,4,0,2,3,4,3,2,3,2,3,3,3,1,3,3,3,3,3,3,3,2,1,1,3,2,3,3,2,2,1,3,62499.5,25,34,1,0
355,1,2,1,1,1,1,1,3,1,1,4,1,2,1,1,2,1,2,2,2,1,1,1,3,3,3,1,1,1,2,2,3,3,2,2,1,3,62499.5,45,54,1,0
356,1,2,5,1,1,1,2,2,1,1,4,3,1,2,2,2,3,2,1,3,2,2,3,3,3,2,1,1,1,3,4,3,2,2,2,1,3,87499.5,55,64,1,0
357,1,2,8,1,1,1,2,0,1,2,4,3,3,1,3,1,2,1,2,3,3,3,1,3,3,1,3,1,1,3,1,3,3,2,2,1,4,87499.5,55,64,1,0
359,1,2,12,1,1,1,1,0,1,1,4,1,1,2,3,2,2,2,2,1,2,3,2,3,3,2,2,1,1,3,3,3,3,2,2,1,4,62499.5,25,34,1,0
360,2,1,4,2,0,1,2,2,1,2,4,3,3,1,1,1,3,2,3,3,3,3,2,3,3,2,1,1,1,3,3,3,3,2,1,2,4,100000.0,65,74,1,0
361,1,2,25,2,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1,1,2,3,1,2,2,1,3,2,3,2,2,1,2,4,87499.5,25,34,1,0
362,1,2,10,2,1,1,1,0,3,1,6,1,3,1,2,1,1,2,3,1,1,3,1,3,3,1,1,2,2,2,1,3,3,2,2,1,3,100000.0,25,34,1,0
363,1,2,25,2,0,0,2,1,2,3,4,3,3,2,3,3,1,2,1,3,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,1,1,62499.5,25,34,1,0
364,1,2,19,2,1,0,3,3,3,3,3,1,1,3,1,2,3,2,1,3,3,3,3,3,3,3,3,1,1,3,2,1,2,1,1,1,1,87499.5,25,34,1,0
365,1,2,13,1,0,1,4,2,2,3,4,1,1,2,3,3,1,2,3,2,2,1,2,3,3,3,3,1,1,3,2,3,3,2,1,1,1,39999.5,55,64,1,0
366,2,1,25,2,0,0,3,2,1,2,3,1,3,3,3,3,1,3,3,2,2,1,1,2,2,3,3,1,1,3,3,2,3,2,1,1,1,30000.0,65,74,1,0
367,2,2,19,2,1,0,1,3,2,0,1,1,3,1,1,3,2,3,3,2,2,1,2,1,3,1,2,1,1,3,2,3,2,2,1,1,3,39999.5,18,24,1,0
368,1,2,5,1,1,1,2,2,2,3,4,1,3,1,1,2,2,2,3,3,2,2,1,3,2,3,3,2,2,3,2,2,2,2,1,1,3,100000.0,25,34,1,0
369,0,0,26,3,0,1,2,2,1,2,4,1,1,2,2,2,2,2,2,2,3,2,2,3,2,2,2,1,1,3,4,3,3,2,1,1,1,30000.0,65,74,0,-1
370,1,1,25,2,0,0,3,1,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,1,5,3,3,2,2,1,1,100000.0,18,24,1,0
372,1,2,2,1,1,1,2,2,1,1,4,1,1,1,3,2,3,1,3,3,1,2,1,2,2,2,1,1,1,3,1,3,2,2,1,1,4,30000.0,25,34,1,0
373,2,1,1,1,1,1,1,2,1,2,4,1,1,1,2,2,2,2,3,3,2,3,2,2,3,2,2,1,2,3,3,2,3,1,1,1,4,100000.0,55,64,1,0
374,1,2,20,2,1,0,2,3,1,1,3,1,2,3,3,3,3,3,2,3,3,2,3,3,2,3,3,1,1,3,4,3,3,2,1,2,3,30000.0,55,64,1,0
375,1,2,25,2,0,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,1,2,39999.5,35,44,1,0
376,1,2,12,1,1,1,2,2,1,1,4,1,1,2,2,2,1,2,3,1,2,1,1,3,2,3,2,2,1,3,2,2,2,2,1,1,2,100000.0,35,44,1,0
377,2,2,12,1,1,1,1,3,1,1,4,3,3,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,3,2,3,2,1,1,1,4,62499.5,65,74,1,0
379,2,1,10,2,0,1,1,2,1,2,3,2,3,2,1,1,3,1,1,2,2,2,2,1,1,2,1,1,1,2,3,1,2,2,1,2,4,100000.0,35,44,1,0
380,1,2,20,2,1,0,3,3,2,2,4,1,1,2,3,3,2,3,2,3,3,3,3,3,3,3,1,1,1,3,2,3,2,1,1,1,1,100000.0,55,64,1,0
381,2,2,14,2,1,0,1,1,3,2,3,1,1,1,2,3,1,1,1,2,1,1,1,2,1,1,2,1,1,3,3,1,1,2,1,1,1,39999.5,35,44,1,0
382,1,1,1,1,1,1,1,2,1,2,4,3,1,2,2,2,3,2,2,2,2,3,3,3,3,3,1,1,1,3,5,3,3,2,2,1,4,87499.5,45,54,1,0
383,2,2,25,2,0,0,3,2,2,3,4,1,3,3,3,2,2,1,3,3,3,3,2,3,3,2,2,1,1,3,3,3,3,2,2,1,1,87499.5,55,64,1,0
385,1,2,3,2,1,1,2,0,2,2,2,1,1,3,3,3,1,3,3,3,2,3,1,2,1,1,2,2,3,3,1,3,2,2,2,1,2,87499.5,35,44,1,0
386,1,2,1,1,1,1,2,2,1,1,4,1,3,2,2,2,1,2,3,2,2,1,1,2,3,1,3,1,1,3,2,2,2,2,2,2,3,100000.0,35,44,1,0
387,1,2,1,1,1,0,2,1,2,3,4,1,1,3,3,3,3,3,1,3,3,2,3,3,3,3,3,1,1,3,5,3,3,2,2,1,3,39999.5,25,34,1,0
388,1,2,12,1,1,1,1,2,2,1,4,1,1,1,2,1,2,3,3,1,2,3,2,2,3,3,3,1,1,3,3,3,3,1,1,1,4,100000.0,25,34,1,0
389,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,2,1,3,3,2,2,3,2,2,3,3,1,1,1,3,3,1,2,2,2,1,3,100000.0,65,74,1,0
390,1,2,25,2,1,0,4,3,3,3,1,1,1,2,2,2,2,2,1,1,1,3,2,2,3,2,3,2,2,3,3,2,2,2,2,1,2,62499.5,65,74,1,0
391,1,1,22,2,1,1,2,2,1,2,4,1,3,2,2,2,1,2,3,1,2,3,2,3,3,3,1,1,1,1,4,3,2,2,2,1,1,100000.0,55,64,1,0
392,2,2,12,1,0,1,2,3,1,1,4,1,3,1,1,2,1,2,3,1,1,3,1,2,3,1,2,2,2,3,3,3,2,2,1,1,2,100000.0,45,54,1,0
394,1,1,1,1,1,1,4,2,1,2,4,1,1,1,2,1,2,2,3,3,1,3,2,1,3,2,1,1,1,3,1,3,3,2,2,1,3,100000.0,35,44,1,0
396,2,1,25,2,1,0,2,2,1,2,2,1,1,2,2,1,1,2,3,2,1,1,1,2,3,2,1,1,1,3,1,3,2,1,1,2,4,39999.5,55,64,1,0
397,1,2,2,1,1,0,2,2,2,2,4,3,1,2,2,2,2,2,2,2,3,2,2,3,1,2,2,1,1,3,2,3,3,2,2,2,3,39999.5,35,44,1,0
398,1,2,12,1,1,0,2,2,2,2,4,1,3,2,3,3,1,3,3,3,2,1,1,2,1,1,2,2,2,3,2,2,2,2,1,1,4,87499.5,55,64,1,0
