CASEID,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,AGE-1_CATEGORY,AGE-2_CATEGORY,EMPLOYED
235,10,2,1,0,1,2,1,1,3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,3,3,3,2,1,2,2,100000.0,45,54,1
236,1,1,1,0,1,0,1,2,4,1,2,1,1,2,1,1,2,3,3,3,1,3,1,1,3,2,3,2,2,2,2,3,87499.5,35,44,1
237,1,1,0,0,2,2,1,2,4,3,3,2,2,2,2,2,1,2,2,3,2,3,1,1,3,4,2,2,2,1,1,4,30000.0,35,44,1
238,26,3,0,0,2,2,1,2,4,1,1,1,2,3,2,1,2,1,1,3,3,2,1,1,3,3,3,3,2,1,1,1,39999.5,55,64,0
239,22,2,1,0,2,2,1,2,2,1,1,2,3,3,2,3,3,1,3,2,2,1,1,1,3,3,2,3,2,2,1,2,100000.0,45,54,1
240,8,2,1,1,2,2,1,2,4,3,2,2,3,3,1,1,2,3,2,1,1,3,1,1,3,2,1,1,2,1,1,1,100000.0,45,54,1
241,4,2,1,1,1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,1,2,3,100000.0,45,54,1
242,4,2,1,0,1,2,1,1,1,1,3,3,2,2,3,2,2,2,2,3,3,3,1,1,3,2,3,2,2,2,1,2,39999.5,45,54,1
243,5,1,1,1,1,1,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,2,2,2,2,1,3,100000.0,45,54,1
245,10,2,1,0,2,1,1,2,2,1,3,1,1,1,1,2,3,2,1,1,1,3,1,1,3,1,3,2,2,1,2,4,100000.0,55,64,1
246,5,1,1,0,1,0,1,1,4,3,3,3,2,2,3,3,1,3,3,3,3,1,1,1,1,3,3,3,2,2,1,1,100000.0,55,64,1
247,1,1,1,1,1,3,2,1,4,1,1,2,3,3,1,1,3,1,2,3,1,3,1,1,3,1,1,2,2,2,1,2,87499.5,55,64,1
248,10,2,1,1,1,1,2,3,3,1,1,2,2,2,2,2,2,3,3,2,3,3,1,1,3,4,3,3,2,2,2,4,100000.0,25,34,1
250,13,1,0,0,2,3,3,3,4,1,3,2,3,1,2,2,2,3,3,1,1,2,1,1,2,2,3,3,1,1,2,3,100000.0,45,54,1
252,9,1,1,1,1,3,1,2,4,3,3,1,1,2,1,3,3,1,2,1,1,3,1,1,2,1,3,2,2,1,1,4,62499.5,35,44,1
253,9,1,1,0,1,2,3,3,4,1,1,2,2,2,1,1,3,1,1,1,2,3,2,1,3,1,1,1,1,1,2,4,100000.0,35,44,1
254,19,2,0,0,1,1,0,0,4,2,2,3,3,3,3,3,3,3,2,1,1,2,1,1,3,5,2,2,2,1,1,1,30000.0,35,44,1
255,25,2,0,1,2,1,1,2,1,1,1,3,2,2,2,1,1,3,2,3,2,3,2,1,3,4,3,2,2,2,1,1,30000.0,55,64,1
256,13,1,1,1,1,3,3,2,4,1,1,3,3,2,2,2,3,2,3,3,2,3,1,1,3,3,3,3,2,2,1,2,100000.0,55,64,1
257,3,2,1,1,2,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,1,2,30000.0,25,34,1
258,2,1,1,1,2,3,2,2,4,2,2,1,3,2,1,2,3,3,2,3,1,3,1,1,2,3,3,1,1,1,1,3,62499.5,45,54,1
259,13,1,1,0,2,2,2,2,4,3,3,2,2,2,2,2,2,2,3,3,1,1,1,1,3,3,3,3,2,1,1,2,62499.5,25,34,1
260,23,2,0,0,3,3,3,1,3,1,2,1,3,2,3,1,1,2,2,2,2,3,2,3,3,3,3,3,2,2,1,2,100000.0,55,64,1
262,15,2,1,1,2,3,2,2,1,1,3,3,3,3,3,2,2,2,3,3,3,1,1,1,3,4,3,3,2,2,1,3,87499.5,25,34,1
263,13,1,1,1,2,2,3,1,4,1,1,1,3,2,3,3,3,2,2,3,3,2,1,1,1,5,3,3,2,2,1,3,39999.5,45,54,1
264,20,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,1,1,3,3,3,3,2,1,1,1,87499.5,35,44,1
266,15,2,0,0,2,2,2,2,2,1,1,2,3,1,2,2,1,2,3,3,2,3,1,1,3,4,3,2,1,1,1,2,87499.5,45,54,1
267,19,2,1,1,4,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,87499.5,25,34,1
268,25,2,1,1,2,2,1,1,6,3,1,1,2,2,2,3,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,87499.5,18,24,1
269,12,1,1,1,2,2,2,3,4,1,3,1,1,2,1,1,3,2,2,1,1,2,2,3,3,1,3,2,2,1,1,3,100000.0,25,34,1
272,1,1,1,0,2,1,1,3,4,1,1,1,3,3,1,2,3,2,2,3,1,2,1,1,3,2,2,2,2,2,1,3,62499.5,55,64,1
273,10,2,1,1,3,3,2,2,2,3,3,1,3,2,1,3,3,3,1,1,1,2,2,2,3,2,3,3,2,1,2,3,87499.5,45,54,1
274,2,1,1,0,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,2,1,3,87499.5,45,54,1
275,1,1,1,0,4,0,0,0,4,3,2,1,1,1,1,1,1,1,3,3,2,3,3,3,3,5,3,3,2,2,2,3,100000.0,35,44,1
276,25,2,1,0,2,2,3,2,2,3,3,1,2,2,2,1,3,1,2,3,2,1,2,1,3,3,3,2,2,2,2,3,62499.5,45,54,1
278,3,2,1,1,2,3,2,2,3,1,1,3,3,3,3,3,2,3,3,3,3,1,1,1,3,3,3,2,2,2,1,2,62499.5,45,54,1
280,5,1,1,1,1,2,1,1,4,1,3,2,3,3,3,3,3,2,3,2,3,3,1,1,1,5,3,3,2,2,1,3,87499.5,45,54,1
281,1,1,0,0,1,2,1,1,4,1,1,1,1,2,3,1,1,2,2,1,1,1,1,1,3,1,3,1,2,2,1,4,100000.0,25,34,1
282,23,2,1,1,3,3,0,2,4,1,3,3,1,3,3,3,1,2,3,2,3,1,1,1,1,5,3,3,2,2,2,2,100000.0,45,54,1
283,1,1,1,1,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,3,2,3,1,1,3,3,3,2,2,1,1,3,100000.0,45,54,1
285,12,1,1,0,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,1,4,62499.5,25,34,1
286,2,1,1,1,1,0,2,2,4,2,2,1,2,3,2,1,1,2,2,3,2,2,1,1,3,4,3,3,2,1,1,2,62499.5,55,64,1
287,13,1,1,0,1,3,1,1,4,1,1,2,2,2,1,3,3,2,2,1,1,2,1,1,3,3,3,3,2,1,1,2,87499.5,55,64,1
288,5,1,1,1,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,87499.5,55,64,1
289,12,1,0,0,2,1,2,2,4,3,3,1,3,2,1,2,2,2,2,1,2,2,1,1,3,2,3,3,2,1,1,2,87499.5,55,64,1
294,5,1,1,1,2,2,3,1,4,3,2,2,1,1,2,2,3,1,1,1,2,1,1,1,3,2,3,3,2,1,1,4,100000.0,45,54,1
295,1,1,1,1,2,2,1,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,2,2,1,2,87499.5,35,44,1
296,12,1,1,1,2,3,2,1,4,1,3,1,1,2,1,1,2,1,3,1,1,2,1,1,3,4,3,2,2,1,1,4,30000.0,55,64,1
298,1,1,1,0,2,3,1,1,4,1,1,1,3,1,1,1,2,1,3,3,3,1,1,1,3,2,2,2,2,2,1,3,87499.5,25,34,1
299,10,2,1,0,1,0,1,1,2,3,3,2,2,3,3,2,1,3,3,3,3,3,1,1,3,5,3,3,2,2,1,4,100000.0,55,64,1
300,19,2,1,1,2,0,1,1,3,1,3,1,3,2,1,3,3,2,2,3,1,2,1,1,3,2,3,2,2,1,1,2,39999.5,55,64,1
301,19,2,1,1,1,1,2,2,3,1,3,2,3,2,1,3,3,3,2,3,1,2,1,1,2,4,3,2,1,1,1,1,100000.0,45,54,1
302,20,2,0,0,3,3,2,2,2,1,1,3,2,2,2,2,3,2,3,1,2,1,1,1,3,3,2,2,1,1,1,1,62499.5,45,54,1
303,23,2,1,1,2,2,1,2,4,2,1,3,3,3,3,3,3,3,3,2,3,1,1,1,3,5,3,3,2,2,1,1,87499.5,35,44,1
304,5,1,1,1,3,3,2,2,4,1,1,2,1,1,3,1,2,2,3,3,3,1,1,1,3,1,3,2,2,2,1,3,62499.5,18,24,1
306,26,3,1,1,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,4,3,3,2,1,1,1,100000.0,65,74,0
307,25,2,1,1,1,0,1,1,1,1,2,1,3,1,2,3,1,3,3,3,2,3,1,1,3,5,3,2,2,2,1,4,62499.5,65,74,1
309,8,1,1,1,4,0,0,1,4,1,3,1,1,2,2,2,3,1,2,1,2,2,1,1,3,3,3,3,2,2,1,3,100000.0,45,54,1
310,5,1,1,1,2,3,2,2,4,1,3,1,2,2,2,2,3,2,2,3,2,1,1,1,2,3,3,2,2,2,1,3,100000.0,45,54,1
312,9,1,1,0,2,2,2,2,4,1,1,3,2,2,2,2,3,1,2,1,2,3,1,1,3,3,3,3,2,1,1,4,62499.5,25,34,1
314,5,1,1,1,1,2,1,1,4,3,3,1,2,2,2,1,3,1,2,3,2,1,1,1,3,1,3,3,2,2,1,4,100000.0,35,44,1
316,12,1,0,0,2,3,1,1,4,1,1,1,2,3,2,2,1,3,2,3,2,2,1,1,3,3,3,3,2,1,1,4,62499.5,55,64,1
317,9,1,1,0,1,2,2,1,4,1,1,1,1,1,1,3,3,2,2,3,1,2,1,2,2,2,2,2,2,1,1,4,100000.0,55,64,1
318,25,2,1,1,1,0,1,1,6,1,3,2,2,2,1,1,3,2,2,1,1,3,1,1,3,1,1,3,1,2,1,4,100000.0,65,74,1
319,12,1,1,1,2,1,2,1,4,1,1,3,3,3,3,3,3,3,2,3,3,3,1,1,3,3,2,2,2,1,1,2,87499.5,45,54,1
320,10,2,0,0,2,0,0,1,4,1,3,1,2,2,1,2,2,2,2,3,2,2,1,1,2,3,3,3,2,1,1,2,30000.0,45,54,1
321,8,2,1,1,2,1,2,2,6,1,1,2,3,2,3,1,2,2,3,3,2,2,1,1,3,5,3,3,2,2,2,3,100000.0,35,44,1
325,23,2,0,1,2,3,2,1,2,1,3,3,3,3,3,1,3,1,2,3,3,1,1,1,1,2,3,3,1,2,2,2,62499.5,45,54,1
326,1,1,1,0,3,3,2,1,4,1,1,1,2,1,2,1,3,1,3,2,3,3,1,1,3,2,3,2,2,2,1,2,39999.5,55,64,1
329,19,2,1,1,2,2,1,2,1,1,1,3,3,3,3,3,1,2,1,2,3,2,1,1,3,5,2,2,2,1,1,3,62499.5,25,34,1
330,13,1,1,0,3,2,1,3,4,2,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,30000.0,18,24,1
333,25,2,1,1,2,3,2,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,1,1,3,3,3,3,2,1,2,3,62499.5,45,54,1
334,12,1,1,1,2,3,1,1,4,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,3,3,3,3,2,1,1,2,62499.5,65,74,1
335,22,2,1,0,4,0,1,1,2,1,3,1,3,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,30000.0,45,54,1
336,25,2,0,0,1,3,1,5,5,3,1,3,3,3,1,3,3,3,1,1,3,2,2,1,3,5,3,3,2,1,1,1,62499.5,25,34,1
337,20,2,1,0,2,2,3,1,3,1,3,1,1,2,2,3,2,3,3,3,2,2,1,1,3,3,3,2,2,2,2,2,39999.5,35,44,1
338,26,3,1,1,2,2,1,2,4,3,3,1,2,1,1,3,3,3,2,3,1,2,1,1,3,5,3,3,2,2,1,4,100000.0,65,74,0
339,5,1,1,1,2,3,1,1,4,1,3,1,3,3,1,2,3,2,3,3,2,1,1,1,3,1,3,3,2,2,1,3,87499.5,55,64,1
340,17,2,1,1,1,0,1,2,3,3,2,1,1,1,2,3,1,3,3,3,3,1,1,1,3,3,3,3,2,2,1,1,30000.0,25,34,1
341,20,2,1,0,1,3,2,2,3,1,3,1,2,2,1,1,2,1,2,3,1,3,2,3,2,2,1,3,2,1,1,1,62499.5,55,64,1
343,1,1,1,0,2,1,2,3,4,2,2,1,1,2,1,1,3,1,2,1,1,1,1,2,3,1,3,1,2,2,2,3,30000.0,25,34,1
344,12,1,1,1,2,2,3,1,4,1,1,2,1,2,1,2,2,2,2,3,1,3,1,1,3,2,1,1,2,1,1,3,62499.5,25,34,1
345,26,3,1,0,2,2,1,2,4,1,1,1,1,1,1,3,2,1,2,3,1,2,1,1,3,1,3,3,2,1,2,2,100000.0,35,44,0
346,12,1,1,1,3,1,3,1,4,3,2,1,2,1,1,2,3,1,2,1,1,2,1,1,3,1,3,3,2,1,1,4,100000.0,25,34,1
347,10,2,1,1,3,2,1,2,2,1,3,3,2,3,3,2,2,1,3,3,3,3,1,1,1,4,3,2,2,2,2,3,39999.5,35,44,1
348,1,1,1,1,2,3,1,1,4,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,3,2,3,2,2,1,2,3,62499.5,35,44,1
349,12,1,1,1,1,3,2,1,4,1,3,1,1,2,2,2,1,1,2,3,2,2,1,2,3,4,3,2,2,1,1,3,100000.0,55,64,1
351,8,1,1,1,1,3,1,1,4,1,3,2,2,2,3,3,2,2,3,3,2,2,1,1,3,2,2,2,2,1,1,4,100000.0,45,54,1
352,19,2,1,1,1,3,2,2,3,1,3,2,2,3,2,3,2,3,3,3,2,2,2,1,2,2,3,3,2,1,1,1,100000.0,55,64,1
353,1,1,1,1,1,3,2,2,4,1,3,1,2,2,3,2,2,3,3,3,3,1,1,1,3,3,3,3,2,2,1,2,62499.5,55,64,1
354,13,1,1,1,4,0,2,3,4,3,2,3,2,3,3,3,1,3,3,3,3,2,1,1,3,2,3,3,2,2,1,3,62499.5,25,34,1
355,1,1,1,1,1,3,1,1,4,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,3,3,2,2,1,3,62499.5,45,54,1
356,5,1,1,1,2,2,1,1,4,3,1,2,2,2,3,2,1,3,2,2,3,1,1,1,3,4,3,2,2,2,1,3,87499.5,55,64,1
357,8,1,1,1,2,0,1,2,4,3,3,1,3,1,2,1,2,3,3,3,1,3,1,1,3,1,3,3,2,2,1,4,87499.5,55,64,1
359,12,1,1,1,1,0,1,1,4,1,1,2,3,2,2,2,2,1,2,3,2,2,1,1,3,3,3,3,2,2,1,4,62499.5,25,34,1
360,4,2,0,1,2,2,1,2,4,3,3,1,1,1,3,2,3,3,3,3,2,1,1,1,3,3,3,3,2,1,2,4,100000.0,65,74,1
361,25,2,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,3,2,3,2,2,1,2,4,87499.5,25,34,1
362,10,2,1,1,1,0,3,1,6,1,3,1,2,1,1,2,3,1,1,3,1,1,2,2,2,1,3,3,2,2,1,3,100000.0,25,34,1
363,25,2,0,0,2,1,2,3,4,3,3,2,3,3,1,2,1,3,1,1,1,1,3,3,2,2,2,2,2,2,1,1,62499.5,25,34,1
364,19,2,1,0,3,3,3,3,3,1,1,3,1,2,3,2,1,3,3,3,3,3,1,1,3,2,1,2,1,1,1,1,87499.5,25,34,1
365,13,1,0,1,4,2,2,3,4,1,1,2,3,3,1,2,3,2,2,1,2,3,1,1,3,2,3,3,2,1,1,1,39999.5,55,64,1
366,25,2,0,0,3,2,1,2,3,1,3,3,3,3,1,3,3,2,2,1,1,3,1,1,3,3,2,3,2,1,1,1,30000.0,65,74,1
367,19,2,1,0,1,3,2,0,1,1,3,1,1,3,2,3,3,2,2,1,2,2,1,1,3,2,3,2,2,1,1,3,39999.5,18,24,1
368,5,1,1,1,2,2,2,3,4,1,3,1,1,2,2,2,3,3,2,2,1,3,2,2,3,2,2,2,2,1,1,3,100000.0,25,34,1
369,26,3,0,1,2,2,1,2,4,1,1,2,2,2,2,2,2,2,3,2,2,2,1,1,3,4,3,3,2,1,1,1,30000.0,65,74,0
370,25,2,0,0,3,1,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,1,5,3,3,2,2,1,1,100000.0,18,24,1
372,2,1,1,1,2,2,1,1,4,1,1,1,3,2,3,1,3,3,1,2,1,1,1,1,3,1,3,2,2,1,1,4,30000.0,25,34,1
373,1,1,1,1,1,2,1,2,4,1,1,1,2,2,2,2,3,3,2,3,2,2,1,2,3,3,2,3,1,1,1,4,100000.0,55,64,1
374,20,2,1,0,2,3,1,1,3,1,2,3,3,3,3,3,2,3,3,2,3,3,1,1,3,4,3,3,2,1,2,3,30000.0,55,64,1
375,25,2,0,1,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,1,2,39999.5,35,44,1
376,12,1,1,1,2,2,1,1,4,1,1,2,2,2,1,2,3,1,2,1,1,2,2,1,3,2,2,2,2,1,1,2,100000.0,35,44,1
377,12,1,1,1,1,3,1,1,4,3,3,1,2,2,2,1,1,1,2,1,1,2,1,1,3,2,3,2,1,1,1,4,62499.5,65,74,1
379,10,2,0,1,1,2,1,2,3,2,3,2,1,1,3,1,1,2,2,2,2,1,1,1,2,3,1,2,2,1,2,4,100000.0,35,44,1
380,20,2,1,0,3,3,2,2,4,1,1,2,3,3,2,3,2,3,3,3,3,1,1,1,3,2,3,2,1,1,1,1,100000.0,55,64,1
381,14,2,1,0,1,1,3,2,3,1,1,1,2,3,1,1,1,2,1,1,1,2,1,1,3,3,1,1,2,1,1,1,39999.5,35,44,1
382,1,1,1,1,1,2,1,2,4,3,1,2,2,2,3,2,2,2,2,3,3,1,1,1,3,5,3,3,2,2,1,4,87499.5,45,54,1
383,25,2,0,0,3,2,2,3,4,1,3,3,3,2,2,1,3,3,3,3,2,2,1,1,3,3,3,3,2,2,1,1,87499.5,55,64,1
385,3,2,1,1,2,0,2,2,2,1,1,3,3,3,1,3,3,3,2,3,1,2,2,3,3,1,3,2,2,2,1,2,87499.5,35,44,1
386,1,1,1,1,2,2,1,1,4,1,3,2,2,2,1,2,3,2,2,1,1,3,1,1,3,2,2,2,2,2,2,3,100000.0,35,44,1
387,1,1,1,0,2,1,2,3,4,1,1,3,3,3,3,3,1,3,3,2,3,3,1,1,3,5,3,3,2,2,1,3,39999.5,25,34,1
388,12,1,1,1,1,2,2,1,4,1,1,1,2,1,2,3,3,1,2,3,2,3,1,1,3,3,3,3,1,1,1,4,100000.0,25,34,1
389,1,1,1,1,1,2,1,1,4,1,1,1,1,2,1,3,3,2,2,3,2,1,1,1,3,3,1,2,2,2,1,3,100000.0,65,74,1
390,25,2,1,0,4,3,3,3,1,1,1,2,2,2,2,2,1,1,1,3,2,3,2,2,3,3,2,2,2,2,1,2,62499.5,65,74,1
391,22,2,1,1,2,2,1,2,4,1,3,2,2,2,1,2,3,1,2,3,2,1,1,1,1,4,3,2,2,2,1,1,100000.0,55,64,1
392,12,1,0,1,2,3,1,1,4,1,3,1,1,2,1,2,3,1,1,3,1,2,2,2,3,3,3,2,2,1,1,2,100000.0,45,54,1
394,1,1,1,1,4,2,1,2,4,1,1,1,2,1,2,2,3,3,1,3,2,1,1,1,3,1,3,3,2,2,1,3,100000.0,35,44,1
396,25,2,1,0,2,2,1,2,2,1,1,2,2,1,1,2,3,2,1,1,1,1,1,1,3,1,3,2,1,1,2,4,39999.5,55,64,1
397,2,1,1,0,2,2,2,2,4,3,1,2,2,2,2,2,2,2,3,2,2,2,1,1,3,2,3,3,2,2,2,3,39999.5,35,44,1
398,12,1,1,0,2,2,2,2,4,1,3,2,3,3,1,3,3,3,2,1,1,2,2,2,3,2,2,2,2,1,1,4,87499.5,55,64,1
400,8,2,1,1,2,1,1,2,1,1,2,2,3,2,1,3,3,1,1,1,1,2,2,3,2,1,3,2,2,1,2,4,87499.5,55,64,1
401,25,2,1,1,1,2,1,2,6,1,3,2,3,3,2,3,1,2,3,3,2,1,1,1,3,4,2,3,1,2,1,2,100000.0,55,64,1
402,9,1,1,1,2,2,2,2,4,1,1,1,1,1,2,1,3,3,2,2,2,3,2,2,3,2,3,2,2,2,1,4,87499.5,65,74,1
403,1,1,0,1,2,2,2,2,4,1,1,1,2,2,2,1,3,2,2,1,1,1,2,3,3,2,3,1,2,2,1,3,100000.0,55,64,1
405,5,1,1,1,1,3,1,1,4,2,3,2,3,3,3,3,1,2,2,2,3,1,1,1,3,4,3,3,2,2,1,3,100000.0,55,64,1
406,23,2,1,1,1,3,2,2,3,3,1,2,3,2,1,1,2,2,2,3,1,1,1,2,3,3,2,2,2,2,1,1,100000.0,55,64,1
407,10,2,1,0,4,1,0,0,4,1,2,1,2,2,1,1,1,1,1,1,1,3,2,2,2,1,2,1,2,1,2,4,39999.5,25,34,1
408,26,3,1,1,2,2,1,2,4,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,2,2,1,2,30000.0,55,64,0
409,12,1,1,1,3,3,1,1,4,1,3,1,2,1,1,2,3,2,1,1,1,2,1,1,3,1,2,2,1,1,1,3,87499.5,55,64,1
410,1,1,1,1,1,3,2,2,4,1,3,1,3,3,3,2,1,2,2,3,3,1,1,1,3,5,3,3,2,2,1,2,100000.0,35,44,1
411,3,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,1,2,100000.0,65,74,1
412,26,3,1,1,2,2,1,2,4,1,1,1,3,3,1,1,3,1,1,3,1,2,1,1,3,1,3,3,2,1,1,1,30000.0,55,64,0
413,25,2,1,0,1,2,1,2,6,1,1,3,3,2,1,1,3,2,2,2,2,1,2,2,3,1,3,2,2,2,2,2,39999.5,65,74,1
414,5,1,1,1,1,0,1,1,4,1,3,1,2,1,2,2,3,2,2,3,2,3,1,1,3,3,3,3,2,2,1,3,100000.0,55,64,1
415,8,1,0,1,2,3,2,1,4,1,1,1,1,2,1,3,2,2,2,1,1,2,1,2,3,1,3,3,2,1,1,4,100000.0,35,44,1
416,20,2,1,1,2,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,2,3,1,1,3,1,3,3,2,2,1,2,87499.5,35,44,1
419,13,1,0,0,2,3,2,2,4,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,5,3,1,2,1,1,2,100000.0,55,64,1
420,22,2,1,1,1,2,1,1,6,1,3,3,2,3,2,1,1,2,1,3,2,1,1,1,1,4,3,2,2,2,1,3,100000.0,25,34,1
421,26,3,1,1,2,2,1,2,4,1,3,1,2,2,1,2,2,2,2,3,2,2,1,1,3,3,3,3,2,1,2,4,100000.0,55,64,0
422,13,1,1,1,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,3,3,2,2,1,2,30000.0,35,44,1
423,4,2,1,0,4,0,2,2,3,1,1,3,3,3,2,3,2,1,3,3,3,3,1,1,1,5,2,3,2,1,1,2,100000.0,35,44,1
424,19,2,0,1,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,2,2,1,2,62499.5,25,34,1
425,5,1,1,1,2,2,1,1,4,3,1,1,2,2,2,2,3,1,2,3,1,1,1,1,3,3,3,2,2,2,1,4,100000.0,45,54,1
426,5,1,1,1,2,2,3,3,4,1,1,2,1,1,2,2,1,2,2,3,2,1,2,2,2,3,3,3,2,2,1,3,87499.5,55,64,1
428,5,1,1,1,2,2,1,1,4,1,1,1,3,1,1,3,3,3,2,3,2,1,1,1,3,1,3,2,2,2,1,3,100000.0,35,44,1
429,3,2,0,1,1,3,1,1,2,1,3,2,2,3,2,2,3,3,2,1,2,1,1,1,3,4,3,3,2,2,2,3,100000.0,35,44,1
430,20,2,1,0,2,2,2,2,3,1,1,1,2,2,1,3,3,3,2,1,1,1,1,1,3,2,3,1,2,1,1,2,87499.5,45,54,1
431,25,2,5,5,2,1,2,2,4,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,1,2,1,1,1,30000.0,45,54,1
433,13,1,1,0,2,3,1,1,4,1,3,2,3,3,2,3,2,3,3,2,3,2,1,1,3,3,3,3,2,1,1,3,87499.5,25,34,1
434,10,2,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,2,3,2,3,3,1,1,1,4,100000.0,65,74,1
436,3,2,1,0,3,2,3,1,4,1,3,3,3,3,2,3,3,2,3,2,2,1,1,1,3,3,3,3,2,1,1,2,100000.0,45,54,1
438,13,1,0,1,2,1,2,2,4,2,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,2,1,1,2,100000.0,35,44,1
439,10,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,3,1,1,1,3,100000.0,35,44,1
440,12,1,1,0,1,2,1,2,4,1,3,2,2,2,3,3,2,2,2,2,3,2,1,1,3,4,3,3,2,1,1,3,30000.0,45,54,1
441,15,2,1,0,2,3,1,3,4,3,2,2,2,2,3,2,1,3,2,2,3,1,1,1,1,3,2,2,2,2,2,3,87499.5,25,34,1
442,1,1,1,0,2,1,1,1,4,1,3,2,2,1,1,2,1,1,3,3,2,1,1,1,3,3,3,2,2,2,1,2,39999.5,25,34,1
443,18,2,1,0,2,2,1,2,3,1,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,3,2,2,2,1,1,1,30000.0,35,44,1
445,10,2,1,1,2,2,1,2,1,1,3,3,2,2,1,2,3,2,2,2,2,1,1,2,1,1,2,2,2,1,1,4,100000.0,35,44,1
446,5,1,1,1,2,3,1,1,4,1,3,2,2,3,2,2,3,3,2,3,2,1,1,1,3,2,2,2,2,2,1,3,100000.0,65,74,1
447,13,1,1,0,2,2,1,1,4,3,1,1,3,2,2,3,3,3,2,1,1,2,1,1,3,3,3,3,1,1,1,2,62499.5,55,64,1
449,12,1,1,1,1,3,2,2,4,1,1,3,3,3,1,3,3,2,2,3,1,2,1,1,3,1,3,3,2,1,1,3,100000.0,45,54,1
450,2,1,1,1,2,3,2,1,4,1,1,1,1,1,1,2,3,1,1,1,1,3,1,1,3,1,3,2,2,1,1,3,62499.5,25,34,1
453,12,1,1,1,2,1,2,1,4,3,3,3,2,2,2,1,1,1,1,1,2,2,1,1,2,3,3,2,2,1,1,3,100000.0,45,54,1
454,11,1,1,1,1,2,1,2,4,2,1,3,3,3,3,2,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1,4,100000.0,45,54,1
456,12,1,1,1,1,3,1,1,4,1,1,3,3,3,2,3,3,3,1,3,3,2,1,1,3,5,3,3,2,1,1,2,100000.0,55,64,1
459,14,2,1,1,3,3,1,2,2,1,3,1,1,2,2,3,3,2,2,1,1,2,1,1,3,2,3,2,2,1,1,2,100000.0,55,64,1
461,20,2,1,1,2,3,1,2,2,1,3,1,1,2,1,3,3,3,2,3,1,2,1,1,3,2,3,3,2,1,2,3,30000.0,25,34,1
462,5,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,3,1,3,3,1,3,1,1,3,3,3,3,2,2,1,4,100000.0,45,54,1
463,6,2,0,0,2,2,2,3,4,1,1,1,3,2,2,2,3,1,2,3,2,2,1,3,2,1,2,2,1,1,2,4,62499.5,25,34,1
